id,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
188,13.079999999999998,0.8199999999999998,2.53,16.169999999999998,93.19,2.3400000000000003,2.0,0.25,1.21,2.26,1.03,2.71,610.4100000000001,0
189,12.35,1.18,2.5500000000000003,18.01,97.63,2.4,2.62,0.37,2.0700000000000003,4.54,1.18,2.28,669.84,1
190,13.59,0.92,2.24,12.69,101.28,2.8,2.64,0.25,1.54,5.01,0.88,2.3200000000000003,1213.74,0
191,11.44,1.29,1.96,18.39,73.85,2.1100000000000003,1.8699999999999999,0.27,0.9000000000000001,0.9499999999999997,0.6799999999999999,2.7299999999999995,132.23,1
192,12.33,1.03,2.1399999999999997,19.2,73.59,1.0999999999999999,1.01,0.52,1.36,2.01,0.86,1.74,353.72,1
193,11.82,1.4700000000000002,1.94,18.14,75.77,2.01,1.4100000000000001,0.15000000000000002,0.73,0.010000000000000009,0.7,2.17,55.360000000000014,1
194,13.200000000000001,1.51,2.56,15.320000000000002,89.65,2.7,2.71,0.31000000000000005,1.3199999999999998,4.26,0.87,3.0500000000000003,1121.13,0
195,13.2,1.9599999999999997,2.0999999999999996,19.6,79.74,0.9000000000000001,-0.039999999999999925,0.31999999999999995,0.6200000000000001,7.92,0.5399999999999999,1.17,388.89,2
196,11.93,0.5199999999999999,2.0100000000000002,17.17,79.19,3.16,2.55,0.12,1.56,3.18,1.1,2.48,247.79,1
197,14.15,3.9000000000000004,2.4899999999999998,12.92,126.8,2.95,2.96,0.19,2.0300000000000002,4.8999999999999995,0.87,3.4699999999999998,733.44,0
198,12.67,3.5999999999999996,2.61,22.009999999999998,99.19,1.42,0.05999999999999994,0.16000000000000003,0.6000000000000001,6.42,0.47000000000000003,1.2799999999999998,347.62,2
199,13.2,0.7899999999999999,2.39,14.62,82.97,1.9700000000000002,2.22,0.12,1.85,3.8099999999999996,1.06,2.8200000000000003,1021.76,0
200,12.27,0.8600000000000001,2.0,18.72,97.54,1.24,0.19999999999999996,0.48000000000000004,1.18,6.71,0.49,1.28,519.53,2
201,11.819999999999999,4.239999999999999,2.37,20.8,81.15,2.82,2.9699999999999998,0.19999999999999998,2.8800000000000003,2.6599999999999997,0.74,3.6,361.17,1
202,12.27,0.9400000000000001,2.0700000000000003,18.11,86.31,3.45,3.63,0.22999999999999998,1.88,4.23,1.01,2.69,622.78,1
203,11.45,1.21,1.49,14.89,85.84,1.74,1.39,0.16,0.95,1.4899999999999998,1.09,2.41,463.89,1
204,11.76,3.0100000000000002,2.1799999999999997,18.54,77.47,1.8399999999999999,0.18000000000000005,0.41000000000000003,0.6200000000000001,5.94,0.39,1.06,287.88,2
205,12.1,4.51,2.49,20.38,86.35,1.2599999999999998,0.27999999999999997,0.51,0.6900000000000001,3.42,0.71,1.1400000000000001,661.48,2
206,13.540000000000001,1.65,2.27,17.43,80.01,1.2,-0.07000000000000006,0.33999999999999997,0.8,7.919999999999999,0.44,1.16,417.76,2
207,12.89,0.7899999999999999,2.08,13.459999999999999,105.26,2.6399999999999997,2.47,0.24000000000000002,1.8699999999999999,4.22,0.76,2.8,536.19,0
208,12.799999999999999,0.5900000000000001,1.5999999999999999,13.73,72.57,2.74,2.8000000000000003,0.21000000000000002,2.0599999999999996,4.42,1.03,2.91,382.24,1
209,12.53,4.32,2.11,19.39,81.83,1.25,-0.15000000000000002,0.51,1.1,6.09,0.42,0.9199999999999999,478.61,2
210,13.370000000000001,3.87,2.1399999999999997,21.02,81.68,1.0,0.02999999999999997,0.46,0.8999999999999999,5.59,0.68,1.44,380.65,2
211,13.39,3.4499999999999997,2.16,19.08,86.2,1.54,0.35,0.5599999999999999,0.81,5.41,0.78,1.73,540.34,2
212,11.18,1.2199999999999998,1.76,14.02,88.52,1.2400000000000002,0.9800000000000001,0.27,0.8099999999999998,2.42,1.0899999999999999,1.7200000000000002,241.0,1
213,13.299999999999999,2.7299999999999995,2.41,18.41,100.19,1.53,0.08000000000000007,0.44,0.53,4.779999999999999,0.85,1.48,529.96,2
214,11.96,1.33,2.02,17.81,74.92,1.43,1.6799999999999997,0.33,1.43,2.58,0.92,2.92,398.09000000000003,1
215,12.510000000000002,0.98,1.86,10.17,82.46000000000001,2.3000000000000003,2.6,0.09000000000000001,2.5300000000000002,5.65,0.9700000000000001,2.4400000000000004,939.74,0
216,11.709999999999999,2.93,2.1599999999999997,18.32,76.56,1.7999999999999998,0.12,0.4,0.5800000000000001,5.79,0.38000000000000006,1.0100000000000002,267.68,2
217,13.61,1.33,2.6500000000000004,18.9,129.43,2.8400000000000003,2.56,0.48,1.25,4.98,1.21,2.87,1178.36,0
218,12.100000000000001,0.6200000000000001,1.84,14.600000000000001,90.59,1.61,0.7499999999999999,0.45,0.24,4.22,0.83,1.12,242.45,1
219,12.14,2.29,2.34,19.07,93.48,1.0999999999999999,-0.28,0.49,0.45999999999999996,3.5500000000000003,0.6699999999999999,1.4899999999999998,294.02,2
220,12.649999999999999,0.38,1.58,14.45,79.35,1.66,1.5599999999999998,0.18,1.19,3.5199999999999996,1.0799999999999998,2.15,245.4,1
221,12.33,1.1099999999999999,1.91,19.42,77.24,2.08,1.95,0.26,1.01,4.56,1.11,3.44,493.22,1
222,13.12,1.26,2.52,17.4,103.15,2.0500000000000003,2.05,0.22999999999999998,1.27,3.09,0.9900000000000001,2.5300000000000002,943.89,0
223,11.36,0.83,1.83,18.89,77.83,1.62,1.0300000000000002,0.22999999999999998,1.2,0.6199999999999999,0.82,2.92,314.91999999999996,1
224,13.040000000000001,1.01,2.28,18.36,106.84,2.56,2.1399999999999997,0.12000000000000001,2.08,4.76,0.83,2.57,918.02,0
225,11.5,0.2300000000000001,1.83,16.93,77.16,2.03,1.6399999999999997,0.21999999999999997,1.08,1.07,1.2399999999999998,2.68,83.09,1
226,11.4,0.56,2.05,19.66,76.55,1.19,0.75,0.31,1.02,0.27,1.11,1.5899999999999999,198.5,1
227,13.48,1.0899999999999999,2.42,15.69,103.69,3.21,3.37,0.15,1.87,6.1,0.8200000000000001,2.66,1189.98,0
228,11.71,0.53,1.9,17.83,80.98,2.1999999999999997,1.9099999999999997,0.26,1.23,1.69,1.2999999999999998,2.87,167.42000000000002,1
229,12.38,0.58,2.14,16.8,93.87,1.9700000000000002,1.58,0.26,1.25,1.79,1.15,2.9000000000000004,336.78,1
230,11.62,3.86,2.33,18.42,77.95,0.8999999999999999,-0.30000000000000004,0.43000000000000005,0.36000000000000004,2.06,0.5700000000000001,0.72,476.33000000000004,2
231,13.67,1.3599999999999999,2.48,16.49,107.12,3.36,3.61,0.18,2.0,6.66,0.88,2.83,1265.54,0
232,12.469999999999999,2.28,2.16,17.95,91.66,1.52,0.5,0.61,0.85,6.72,0.69,1.46,643.35,2
233,12.02,0.6499999999999999,2.04,17.55,80.81,3.23,2.67,0.14,1.62,3.45,1.1199999999999999,2.56,283.53,1
234,11.78,1.67,2.05,19.36,78.71000000000001,1.19,1.05,0.56,0.97,0.8700000000000001,0.6799999999999999,2.7399999999999998,66.1,1
235,10.860000000000001,2.91,1.62,17.02,96.4,2.72,1.84,0.15,3.16,1.18,0.58,2.2800000000000002,328.36,1
236,13.42,0.9,1.8299999999999998,16.96,89.53,1.9000000000000001,1.48,0.28,0.55,3.08,1.16,2.2399999999999998,531.52,1
237,13.42,2.8899999999999997,2.45,18.9,102.31,1.62,0.23000000000000004,0.46,0.6100000000000001,5.12,0.88,1.59,576.61,2
238,12.459999999999999,1.0099999999999998,2.53,22.84,104.62,1.7000000000000002,0.48,0.16,1.1,5.25,0.43,0.7600000000000001,174.06,2
239,10.989999999999998,1.13,2.07,15.42,86.96000000000001,2.54,1.4899999999999998,0.07,0.9100000000000001,1.46,0.98,2.41,101.61000000000001,1
240,11.89,0.8700000000000001,2.01,20.3,98.6,1.59,1.4299999999999997,0.26,1.23,0.53,0.91,2.49,137.73,1
241,12.149999999999999,2.64,2.1700000000000004,17.43,85.56,2.3400000000000003,2.08,0.23,1.89,1.75,1.1099999999999999,3.1799999999999997,236.29,1
242,11.48,0.79,2.2399999999999998,19.86,76.85,1.0499999999999998,0.61,0.42,1.2599999999999998,2.1100000000000003,0.9,2.1999999999999997,248.2,1
243,11.41,1.07,2.6300000000000003,19.17,90.45,2.58,2.67,0.26,2.35,2.07,0.8999999999999999,3.0799999999999996,601.64,1
244,14.059999999999999,1.4,2.3,16.55,93.94,2.1500000000000004,2.3600000000000003,0.25,1.53,4.83,1.15,2.77,1256.68,0
245,14.36,1.94,2.5,16.77,112.86,3.8400000000000003,3.4800000000000004,0.24,2.1700000000000004,7.78,0.86,3.4400000000000004,1476.98,0
246,13.4,3.91,2.48,22.99,101.94,1.8,0.75,0.43,1.41,7.29,0.7,1.56,748.66,2
247,10.959999999999999,1.41,2.1700000000000004,21.19,83.69,2.4,2.08,0.51,1.9599999999999997,1.69,1.69,2.8000000000000003,378.13,1
248,13.17,1.3900000000000001,2.31,19.23,94.57,2.46,2.6,0.21000000000000002,1.6400000000000001,4.22,0.9500000000000001,3.2,800.28,0
249,11.799999999999999,0.66,2.08,18.9,74.88,2.25,2.37,0.29000000000000004,1.32,2.1399999999999997,0.51,2.29,106.88999999999999,1
250,12.17,1.27,2.11,21.48,103.65,1.81,1.7899999999999998,0.30000000000000004,1.4400000000000002,1.35,0.99,2.7399999999999998,249.15,1
251,11.64,1.47,1.8199999999999998,18.76,82.84,2.36,1.42,0.33999999999999997,1.29,1.55,0.8899999999999999,2.28,345.28,1
252,11.89,3.2800000000000002,1.96,18.55,85.09,1.92,1.5099999999999998,0.35,1.79,0.97,0.9,2.96,521.91,1
253,10.95,1.71,2.25,17.95,87.22,2.52,2.18,0.24,1.48,1.82,0.66,2.95,431.38,1
254,12.6,4.24,2.39,20.39,81.25,1.49,0.32,0.43,0.6699999999999999,6.880000000000001,0.46,1.62,520.33,2
255,12.209999999999999,1.62,2.09,17.19,76.12,0.96,-0.17999999999999994,0.39,0.24,8.299999,0.4099999999999999,1.14,252.25,2
256,11.48,0.6699999999999999,1.86,15.83,66.43,1.06,1.0799999999999998,0.25,1.0899999999999999,1.1999999999999997,0.78,2.5,210.77999999999997,1
257,12.0,1.2799999999999998,2.47,22.17,82.6,2.5,2.19,0.42,0.98,2.67,0.91,3.12,354.03,1
258,12.860000000000001,2.79,2.1599999999999997,16.98,91.52,1.52,0.37999999999999995,0.55,1.61,9.469999999999999,0.4600000000000001,1.19,532.04,2
259,10.940000000000001,1.09,2.2199999999999998,18.700000000000003,71.61,1.41,0.82,0.37,0.8500000000000001,0.79,0.8,2.13,406.83,1
260,12.91,2.86,2.17,17.17,92.32,1.55,0.42999999999999994,0.5599999999999999,1.6400000000000001,9.6,0.4700000000000001,1.23,549.8,2
261,12.85,0.7799999999999999,2.02,21.37,75.75,1.39,1.05,0.17,0.5800000000000001,1.9100000000000001,0.8,2.2199999999999998,224.02,1
262,11.719999999999999,0.18000000000000005,1.8800000000000001,15.84,76.64,3.02,2.96,0.13999999999999999,1.49,2.66,0.8600000000000001,2.21,409.55,1
263,13.45,0.95,1.8499999999999999,17.1,90.13,1.9300000000000002,1.52,0.29000000000000004,0.57,3.17,1.17,2.27,544.7,1
264,13.11,4.0600000000000005,2.21,19.34,117.16,1.4700000000000002,0.48999999999999994,0.41,1.24,9.739999999999998,0.5399999999999999,1.42,772.44,2
265,10.709999999999999,1.38,2.17,16.95,82.96000000000001,2.33,1.88,0.21000000000000002,1.31,1.13,0.5900000000000001,2.74,337.39,1
266,13.479999999999999,0.6,2.0999999999999996,14.16,83.7,1.7000000000000002,1.6400000000000001,0.16,1.12,3.17,0.99,2.26,1030.8600000000001,0
267,14.01,1.45,2.38,15.31,106.64,3.5700000000000003,3.0500000000000003,0.18,1.9300000000000002,6.77,0.76,3.1300000000000003,1339.8,0
268,11.549999999999999,0.3899999999999999,1.73,12.96,71.98,1.98,1.5899999999999999,0.18,1.25,0.79,1.02,2.0900000000000003,140.95999999999998,1
269,13.15,1.15,2.17,14.53,109.87,2.84,2.79,0.28,2.05,4.97,0.84,3.03,637.75,0
270,12.350000000000001,4.83,1.89,18.61,73.64,2.08,1.79,0.19,1.5099999999999998,0.5900000000000003,0.53,2.49,107.54000000000002,1
271,12.73,0.78,2.16,17.41,86.78999999999999,2.12,2.06,0.14,1.33,2.9599999999999995,0.8300000000000001,2.81,628.8199999999999,0
272,13.65,1.79,2.35,17.09,103.54,2.4,2.66,0.42,1.95,3.77,1.22,2.85,979.93,0
273,11.69,0.5899999999999999,2.38,22.39,71.13,1.7,1.1,0.34,1.1199999999999999,1.08,1.2,2.3800000000000003,478.43,1
274,13.72,1.6099999999999999,2.38,13.57,109.17,3.8,3.6100000000000003,0.3,1.8,6.75,0.98,3.17,1149.55,0
275,13.110000000000001,1.46,2.08,16.22,90.68,2.25,1.96,0.24000000000000002,1.2200000000000002,3.41,0.97,2.6,1211.79,0
276,12.25,0.9900000000000001,2.25,15.67,99.59,1.9899999999999998,0.9900000000000001,0.62,0.35,3.04,1.23,1.5999999999999999,648.85,1
277,12.31,1.0299999999999998,2.97,21.94,110.93,2.06,1.77,0.36,1.4,1.46,0.9199999999999999,2.5500000000000003,541.74,0
278,13.97,1.5,2.25,15.62,124.39,2.93,3.06,0.22999999999999998,2.04,5.390000000000001,1.06,3.63,744.56,0
279,11.5,1.03,1.88,19.5,80.42,1.74,1.21,0.25,1.31,1.04,0.86,3.05,372.0,1
280,12.280000000000001,2.63,2.1199999999999997,17.28,78.52,1.06,0.0,0.32,0.59,8.719999999999999,0.57,1.28,475.9,2
281,14.5,1.18,2.06,12.64,91.17,2.54,2.57,0.24,1.75,4.25,0.9900000000000001,2.56,916.56,0
282,12.200000000000001,1.03,2.0999999999999996,20.36,74.85,0.9799999999999999,1.12,0.39999999999999997,1.2599999999999998,1.8099999999999998,0.73,1.97,286.26,1
283,14.33,1.81,2.36,11.81,101.21,3.27,3.58,0.27999999999999997,2.93,7.37,1.19,2.96,1529.51,0
284,11.57,1.75,1.89,15.61,95.34,1.54,1.4500000000000002,0.33,1.0799999999999998,3.53,1.2,2.06,391.39,1
285,11.53,0.3799999999999999,2.3299999999999996,21.75,68.38,1.58,0.91,0.32,1.0099999999999998,0.6400000000000001,1.1600000000000001,2.24,417.82,1
286,12.719999999999999,1.67,2.13,17.35,77.68,0.8999999999999999,-0.29000000000000004,0.27,0.19,3.76,0.52,1.9100000000000001,530.38,2
287,12.4,2.91,1.85,14.46,73.4,1.3399999999999999,0.79,0.37,0.57,2.33,0.59,1.79,226.54,1
288,11.35,0.20999999999999996,2.41,15.97,85.31,1.8200000000000003,1.6,0.14,2.0,1.64,0.65,2.65,328.5,1
289,11.47,2.38,2.1,16.46,105.43,1.43,0.8600000000000001,0.37,0.69,1.5799999999999998,0.85,2.19,355.21000000000004,1
290,11.61,2.9899999999999998,1.9800000000000002,15.85,100.67,0.8799999999999999,-0.010000000000000009,0.18999999999999997,0.69,6.370000000000001,0.47000000000000003,1.44,605.12,2
291,13.299999999999999,1.06,2.03,14.72,90.98,2.3400000000000003,2.34,0.1,1.8199999999999998,3.47,1.03,2.4699999999999998,1200.93,0
292,13.49,1.1,2.5100000000000002,18.61,109.05,2.6900000000000004,2.98,0.35000000000000003,1.48,5.63,1.0299999999999998,2.27,998.88,0
293,11.84,0.8200000000000001,1.99,20.12,97.84,1.55,1.38,0.25,1.2000000000000002,0.41000000000000014,0.9,2.45,121.0,1
294,12.25,2.86,2.42,15.8,90.01,1.8800000000000001,1.5700000000000003,0.15,1.5,2.55,0.8400000000000001,2.92,505.54,0
295,13.690000000000001,0.9100000000000001,2.21,11.719999999999999,83.69,1.96,1.6600000000000001,0.19,1.49,3.25,0.8200000000000001,2.97,1018.64,0
296,13.94,1.3599999999999999,2.36,15.05,105.5,3.52,2.97,0.16999999999999998,1.8800000000000001,6.58,0.74,3.08,1314.57,0
297,13.600000000000001,3.2,2.23,16.4,100.32,2.38,1.9,0.21,0.8200000000000001,3.5100000000000002,0.7,2.8,844.59,0
298,11.770000000000001,0.56,1.9600000000000002,16.12,149.66,1.96,1.4100000000000001,0.21000000000000002,2.79,0.6000000000000001,0.96,2.02,665.01,1
299,13.200000000000001,3.08,2.34,21.02,89.94,1.8399999999999999,0.62,0.43,1.17,8.08,0.52,1.52,604.49,2
300,10.399999999999999,0.65,1.9900000000000002,18.92,73.96000000000001,1.98,1.4,0.42000000000000004,1.5699999999999998,0.10999999999999988,1.53,2.3200000000000003,163.59,1
301,14.040000000000001,1.56,2.6300000000000003,18.91,115.35,2.5999999999999996,2.81,0.29000000000000004,1.78,5.45,1.0,2.42,1177.52,0
302,12.65,3.4099999999999997,2.56,17.450000000000003,97.07,2.19,2.06,0.21,1.78,3.7,0.9500000000000001,3.27,661.2,0
303,12.23,1.52,2.21,21.63,87.85,0.71,0.3800000000000001,0.18000000000000002,0.42,4.050000000000001,0.5,0.8600000000000001,336.22,2
304,12.48,2.2699999999999996,2.03,15.42,84.82,1.2200000000000002,-0.09000000000000008,0.5,1.34,8.379999999999999,0.3500000000000001,0.85,384.43,2
305,13.26,2.58,2.43,13.66,109.39,2.41,2.57,0.11000000000000001,1.4,4.029999999999999,0.85,3.03,699.35,0
306,12.64,1.0899999999999999,2.4099999999999997,16.32,90.83,2.14,1.9300000000000002,0.22999999999999998,1.15,3.09,1.01,2.15,946.85,0
307,13.870000000000001,3.5,2.3899999999999997,11.75,121.79,2.73,2.61,0.15000000000000002,1.83,4.09,0.79,3.2199999999999998,623.16,0
308,13.799999999999999,1.54,2.22,16.82,105.53,2.77,3.37,0.3,1.98,8.5,1.08,2.98,1205.6,0
309,11.979999999999999,3.3,2.25,19.42,81.24,1.9999999999999998,0.45000000000000007,0.44,0.77,6.550000000000001,0.45000000000000007,1.24,370.86,2
310,12.33,0.8299999999999998,2.49,22.3,102.31,1.6,0.32000000000000006,0.14,1.01,4.879999999999999,0.39,0.65,123.10000000000002,2
311,12.819999999999999,2.8400000000000003,2.39,20.42,99.97,1.22,0.15000000000000002,0.32999999999999996,1.02,8.89,0.6699999999999999,1.01,451.83000000000004,2
312,12.77,0.94,2.67,13.41,101.06,2.21,2.0500000000000003,0.26,1.0,3.1499999999999995,0.9500000000000001,2.34,682.96,0
313,11.34,0.32000000000000006,2.05,20.57,57.019999999999996,1.6300000000000003,0.68,0.31,0.8599999999999999,-0.3699999999999999,0.8600000000000001,2.56,338.9,1
314,11.67,1.51,1.8299999999999998,18.87,83.29,2.38,1.45,0.35,1.3099999999999998,1.62,0.8999999999999999,2.31,355.27,1
315,13.440000000000001,3.9600000000000004,2.1599999999999997,21.29,82.84,1.05,0.10999999999999999,0.48000000000000004,0.94,5.78,0.7000000000000001,1.49,406.17,2
316,11.27,1.06,1.9,17.71,70.95,1.98,1.67,0.25,0.79,0.48,0.64,2.58,68.23000000000002,1
317,12.760000000000002,1.37,2.0,15.8,101.87,2.78,2.64,0.24000000000000002,1.8199999999999998,4.21,0.8,3.09,771.89,0
318,13.0,1.66,2.02,12.18,91.05,2.68,3.2,0.16,2.87,7.05,1.1,2.8600000000000003,1129.0,0
319,14.1,0.83,2.17,8.72,79.55,2.6,2.8899999999999997,0.32999999999999996,2.35,3.54,1.07,2.16,897.61,0
320,11.35,1.5299999999999998,2.63,26.71,84.34,1.7899999999999998,1.7000000000000002,0.51,1.45,1.76,0.85,2.06,297.16999999999996,1
321,13.47,1.77,2.6,19.87,95.46,2.51,2.57,0.28,1.64,3.43,1.11,3.79,833.06,0
322,13.92,1.7,2.2600000000000002,17.31,107.6,2.86,3.5100000000000002,0.32,2.06,8.84,1.11,3.08,1251.18,0
323,11.780000000000001,0.8400000000000001,2.2399999999999998,20.26,97.84,3.2399999999999998,1.9200000000000002,0.1,1.52,2.7,0.94,2.9699999999999998,816.39,1
324,13.01,3.36,2.1,20.38,99.37,1.38,0.37000000000000005,0.41,1.19,3.57,0.5599999999999999,1.5499999999999998,771.99,2
325,10.92,0.05999999999999994,2.33,18.97,79.31,2.1,1.4,0.33999999999999997,1.0899999999999999,1.6700000000000002,0.9600000000000001,1.8800000000000001,242.5,1
326,11.84,1.29,2.37,21.36,83.24,1.33,1.06,0.48,1.5199999999999998,3.15,1.01,2.51,389.19,1
327,11.9,0.36,1.87,17.21,91.08,0.96,-0.25,0.43000000000000005,0.9199999999999999,5.67,0.38999999999999996,0.9600000000000001,377.23,2
328,12.389999999999999,5.319999999999999,2.5900000000000003,24.44,93.62,1.69,0.42999999999999994,0.61,1.0,4.61,0.7799999999999999,1.5699999999999998,462.5,2
329,12.59,3.09,2.07,14.84,91.61,2.14,1.8299999999999998,0.22,1.2,2.5100000000000002,0.6399999999999999,2.43,428.85,0
330,13.49,1.37,2.3200000000000003,14.91,84.35,2.4,2.44,0.24999999999999997,1.62,4.85,1.0799999999999998,2.67,1217.57,0
331,12.37,1.45,2.27,21.25,84.93,2.6900000000000004,3.08,0.38,1.73,3.77,0.6699999999999999,2.79,328.45,1
332,11.24,0.06000000000000005,2.38,15.51,83.36,1.7300000000000002,1.47,0.13,1.9200000000000002,1.3199999999999998,0.62,2.55,285.38,1
333,12.84,0.64,1.6099999999999999,13.89,73.27,2.77,2.85,0.22,2.09,4.529999999999999,1.04,2.95,397.79,1
334,12.610000000000001,1.32,2.0100000000000002,16.68,99.47,2.0,1.3699999999999999,0.53,0.6,5.66,0.97,1.56,438.39,1
335,12.969999999999999,2.28,2.3,17.06,94.41,1.28,-0.31999999999999995,0.39,0.30000000000000004,3.84,0.76,1.19,402.51,2
336,13.81,1.7600000000000002,2.1999999999999997,16.81,99.92,2.73,2.9699999999999998,0.18,2.1799999999999997,4.93,1.17,2.92,1398.08,0
337,14.040000000000001,3.12,2.1599999999999997,14.6,96.01,2.99,2.75,0.22000000000000003,1.95,3.9300000000000006,0.9400000000000001,3.14,932.9,0
338,13.620000000000001,1.29,2.47,16.279999999999998,106.21,3.32,3.55,0.17,1.97,6.51,0.86,2.7800000000000002,1245.61,0
339,13.51,1.35,2.0999999999999996,15.59,94.69,2.5,2.5999999999999996,0.13,1.97,4.08,1.09,2.66,1282.78,0
340,11.95,4.71,2.44,22.62,85.81,1.34,-0.10999999999999999,0.54,0.6900000000000002,3.35,0.6599999999999999,1.18,290.24,2
341,12.81,1.44,2.02,16.03,102.84,2.82,2.71,0.24000000000000002,1.8599999999999999,4.37,0.81,3.14,793.34,0
342,11.98,0.84,2.0300000000000002,16.98,153.35,2.12,1.67,0.24,2.9299999999999997,1.2000000000000002,1.02,2.1999999999999997,746.38,1
343,12.85,2.69,2.6700000000000004,20.65,94.52,1.47,0.4,0.52,0.69,4.359999999999999,0.75,2.24,567.28,2
344,12.129999999999999,1.12,2.19,20.27,80.75,2.5100000000000002,2.78,0.34,1.56,3.09,0.61,2.58,236.24,1
345,13.16,2.57,2.37,19.95,119.8,1.64,0.67,0.53,1.45,9.270000000000001,0.6,1.61,835.54,2
346,13.66,1.4,2.6700000000000004,19.1,130.3,2.8800000000000003,2.62,0.49,1.28,5.12,1.22,2.92,1197.52,0
347,12.94,2.34,2.43,21.68,113.09,0.97,0.8800000000000001,0.13,0.85,6.989999999999999,0.42999999999999994,0.81,281.51,2
348,13.06,1.23,2.27,18.78,92.63,2.3800000000000003,2.46,0.2,1.56,3.8999999999999995,0.92,3.1,757.5,0
349,13.16,0.54,2.4299999999999997,22.1,73.62,2.41,1.9899999999999998,0.09999999999999999,1.37,1.37,1.1600000000000001,2.54,136.99,1
350,12.8,3.08,2.03,19.53,95.72,1.22,0.11000000000000004,0.38,1.05,2.98,0.5,1.3699999999999999,691.56,2
351,11.62,2.48,2.87,19.42,100.5,1.64,1.8599999999999999,0.58,0.9500000000000001,3.3899999999999997,1.19,2.38,551.9,1
352,11.86,1.19,1.9900000000000002,17.4,73.16,1.3499999999999999,1.5499999999999998,0.31,1.3599999999999999,2.29,0.89,2.83,359.18,1
353,13.4,1.6800000000000002,2.58,19.61,94.32,2.46,2.4899999999999998,0.27,1.5899999999999999,3.25,1.09,3.7399999999999998,807.95,0
354,11.399999999999999,1.9399999999999997,2.05,15.73,82.01,0.64,-0.49,0.28,0.16999999999999993,3.23,0.44000000000000006,1.1300000000000001,201.43,2
355,11.96,0.8499999999999999,1.67,15.770000000000001,146.61,1.6600000000000001,0.97,0.1,2.32,2.14,1.21,2.8499999999999996,621.27,1
356,11.739999999999998,0.06999999999999995,1.1500000000000001,7.99,76.83,1.49,-0.21000000000000008,0.18000000000000002,-0.030000000000000027,0.1399999999999999,0.8700000000000001,1.26,273.72,1
357,13.8,3.6399999999999997,2.6300000000000003,23.12,90.11,1.7899999999999998,0.35000000000000003,0.51,1.11,8.239999999999998,0.52,1.31,430.08000000000004,2
358,11.78,4.18,2.3600000000000003,20.62,80.37,2.79,2.92,0.19999999999999998,2.8400000000000003,2.53,0.72,3.56,343.99,1
359,13.05,2.9899999999999998,2.04,17.7,80.32,1.28,-0.06000000000000005,0.51,0.5700000000000001,4.45,0.6900000000000001,1.44,410.59000000000003,2
360,13.36,2.2800000000000002,2.62,23.6,101.16,1.3800000000000001,0.57,0.36,1.3900000000000001,8.040000000000001,0.6799999999999999,1.61,665.29,2
361,13.1,1.39,2.78,14.74,106.76,2.46,2.45,0.31000000000000005,1.23,4.069999999999999,1.04,2.6199999999999997,808.61,0
362,12.639999999999999,3.7800000000000002,2.38,22.74,99.87,2.7800000000000002,2.4699999999999998,0.42,1.9,2.3899999999999997,1.17,3.07,438.06,1
363,14.049999999999999,1.4000000000000001,2.43,15.92,105.52,3.19,3.7600000000000002,0.3,1.76,8.299999999999999,1.19,2.6999999999999997,1625.38,0
364,12.489999999999998,4.08,2.35,19.93,79.27,1.41,0.18000000000000005,0.41,0.59,6.5600000000000005,0.43000000000000005,1.53,476.7,2
365,12.0,1.6400000000000001,2.0,16.04,83.49,1.1600000000000001,-0.07999999999999996,0.54,0.52,5.39,0.5599999999999999,1.06,463.25,2
366,11.579999999999998,1.8399999999999999,2.71,27.65,88.35,1.97,1.9900000000000002,0.5499999999999999,1.61,2.41,0.9099999999999999,2.26,385.62,1
367,13.72,1.02,2.13,14.260000000000002,109.27,2.8200000000000003,2.39,0.18,1.6799999999999997,4.96,0.7999999999999999,2.88,777.45,0
368,12.31,0.71,1.79,9.36,78.99,2.1500000000000004,2.36,0.06000000000000001,2.39,5.09,0.9100000000000001,2.2600000000000002,863.04,0
369,13.06,0.78,2.18,13.17,76.89,2.0700000000000003,1.9099999999999997,0.18,1.32,3.63,0.96,2.3,1053.05,0
370,12.19,4.12,2.65,25.57,98.02,2.0300000000000002,1.8499999999999999,0.4,1.55,1.4300000000000002,0.8600000000000001,2.92,277.31,1
371,11.67,1.9300000000000002,2.6900000000000004,20.94,131.61,1.5,0.82,0.12000000000000001,1.46,2.11,0.9099999999999999,2.1399999999999997,572.35,1
372,12.110000000000001,0.91,2.07,19.990000000000002,73.27,0.9099999999999999,1.01,0.39,1.2,1.5599999999999998,0.71,1.89,251.48,1
373,11.67,2.3,2.1399999999999997,16.82,86.67,0.8400000000000001,-0.16000000000000003,0.32,0.36,3.99,0.51,1.37,304.34000000000003,2
374,13.14,1.17,2.12,22.54,80.77,1.6099999999999999,1.4000000000000001,0.22000000000000003,0.78,2.7300000000000004,0.88,2.4699999999999998,334.65999999999997,1
375,12.66,2.6900000000000004,2.33,19.09,100.1,1.1300000000000001,0.95,0.21,0.6699999999999999,4.7700000000000005,0.6799999999999999,1.23,444.03,2
376,11.54,0.010000000000000009,2.01,12.74,87.07,1.44,0.1200000000000001,0.51,-0.15000000000000008,1.0100000000000002,1.03,0.98,372.9,1
